deveui,name,description,application,deviceprofile,payloadcodec,fport,appkey,devaddr,nwkskey,appskey
24e12471512347e3,WT201-636,24e12471512347e3,test,ClassC-OTAA,WT201,1,9ff36411be1348ff452e3b288bf6b236,,,
24e12471512347e4,WT201-637,24e12471512347e4,test,ClassC-OTAA,WT201,1,3077d6e753268b26476ce0563235bb4e,,,
24e12471512347e5,WT201-638,24e12471512347e5,test,ClassC-OTAA,WT201,1,1a27b65b32e64b6eaf605ee00722d407,,,
24e12471512347e6,WT201-639,24e12471512347e6,test,ClassC-OTAA,WT201,1,3d3c4c4bcbfb09d7a4b04f9a70196bcc,,,
24e12471512347e7,WT201-640,24e12471512347e7,test,ClassC-OTAA,WT201,1,c59a8295c8509b734e863d95a3c4bcd5,,,
24e12471512347e8,WT201-641,24e12471512347e8,test,ClassC-OTAA,WT201,1,73b818fd8874db8c9cbf3aa58bab6ce7,,,
24e12471512347e9,WT201-642,24e12471512347e9,test,ClassC-OTAA,WT201,1,ca9283736b3380cd0ceaefdc92815f0b,,,
24e12471512347ea,WT201-643,24e12471512347ea,test,ClassC-OTAA,WT201,1,5d819947d876785d2e8403f2feb25106,,,
24e12471512347eb,WT201-644,24e12471512347eb,test,ClassC-OTAA,WT201,1,82ab8b17208c41aa954e2b9caaaaf0df,,,
24e12471512347ec,WT201-645,24e12471512347ec,test,ClassC-OTAA,WT201,1,073c0d919fc0bb46f77984c7b5676765,,,
24e12471512347ed,WT201-646,24e12471512347ed,test,ClassC-OTAA,WT201,1,db75c61be5a534b511a53b315bdb918f,,,
24e12471512347ee,WT201-647,24e12471512347ee,test,ClassC-OTAA,WT201,1,c13936b0b118f460bc5d517dcf757196,,,
24e12471512347ef,WT201-648,24e12471512347ef,test,ClassC-OTAA,WT201,1,92b5db7753c06044168d9c4eefad806b,,,
24e12471512347f0,WT201-649,24e12471512347f0,test,ClassC-OTAA,WT201,1,f61980d697a064df7495b0003e61b05f,,,
24e12471512347f1,WT201-650,24e12471512347f1,test,ClassC-OTAA,WT201,1,7f21b2d17d3a38670188b0fade94a2e4,,,
24e12471512347f2,WT201-651,24e12471512347f2,test,ClassC-OTAA,WT201,1,38414ce0f573308ad7cd3575d5e849f8,,,
24e12471512347f3,WT201-652,24e12471512347f3,test,ClassC-OTAA,WT201,1,03e0a59fe686127f1bf827c1b213ca85,,,
24e12471512347f4,WT201-653,24e12471512347f4,test,ClassC-OTAA,WT201,1,d0a5ad661aeebb94b5f131efd96598ce,,,
24e12471512347f5,WT201-654,24e12471512347f5,test,ClassC-OTAA,WT201,1,da02a27e5966dceecb2cdce3de115917,,,
24e12471512347f6,WT201-655,24e12471512347f6,test,ClassC-OTAA,WT201,1,3d2c29c896d47fdf129da65215deac6f,,,
24e12471512347f7,WT201-656,24e12471512347f7,test,ClassC-OTAA,WT201,1,e0c3eda49a979026fb42c753e508883f,,,
24e12471512347f8,WT201-657,24e12471512347f8,test,ClassC-OTAA,WT201,1,56635ba33835cbd26e3aa4029e90621b,,,
24e12471512347f9,WT201-658,24e12471512347f9,test,ClassC-OTAA,WT201,1,19cbc01453ff3deb6d0807ef22a21046,,,
24e12471512347fa,WT201-659,24e12471512347fa,test,ClassC-OTAA,WT201,1,f515fda8e9c4e8cacf74badede681a00,,,
24e12471512347fb,WT201-660,24e12471512347fb,test,ClassC-OTAA,WT201,1,23d804cda5f49c73ae1a01fe0bfd549e,,,
24e12471512347fc,WT201-661,24e12471512347fc,test,ClassC-OTAA,WT201,1,6a4a1c06b8ab92077f3f230509e5218a,,,
24e12471512347fd,WT201-662,24e12471512347fd,test,ClassC-OTAA,WT201,1,a6446de5f701c09253883444efd35a85,,,
24e12471512347fe,WT201-663,24e12471512347fe,test,ClassC-OTAA,WT201,1,2954357c041a9488da1528fc5e4d1835,,,
24e12471512347ff,WT201-664,24e12471512347ff,test,ClassC-OTAA,WT201,1,b1adf20f0582f555873faf7d6f6a2b63,,,
24e1247151234800,WT201-665,24e1247151234800,test,ClassC-OTAA,WT201,1,7a754d9d332c77e795d25a02b2193919,,,
24e1247151234801,WT201-666,24e1247151234801,test,ClassC-OTAA,WT201,1,2eef7fcbe6c91eadc9cef88b18d72693,,,
24e1247151234802,WT201-667,24e1247151234802,test,ClassC-OTAA,WT201,1,4e1dfd91f54cb6961c15e3b3fa33cfa4,,,
24e1247151234803,WT201-668,24e1247151234803,test,ClassC-OTAA,WT201,1,eb08b401167d600b8ea30f2cfc3adf83,,,
24e1247151234804,WT201-669,24e1247151234804,test,ClassC-OTAA,WT201,1,7188f726050da6755269c25b5f3d001e,,,
24e1247151234805,WT201-670,24e1247151234805,test,ClassC-OTAA,WT201,1,c358efedd51d431b127169f26e4206a3,,,
24e1247151234806,WT201-671,24e1247151234806,test,ClassC-OTAA,WT201,1,5b6b5d7a0f5d11ca49a58ad9a42bae2c,,,
24e1247151234807,WT201-672,24e1247151234807,test,ClassC-OTAA,WT201,1,8b66ddc4a38285d07a88e1e885617643,,,
24e1247151234808,WT201-673,24e1247151234808,test,ClassC-OTAA,WT201,1,103bbc687ca798e2d71aa259ef363587,,,
24e1247151234809,WT201-674,24e1247151234809,test,ClassC-OTAA,WT201,1,9877586f989b040efee39f4463f4bb83,,,
24e124715123480a,WT201-675,24e124715123480a,test,ClassC-OTAA,WT201,1,cf1393aac36a7c8118bcfc93d87a06ad,,,
24e124715123480b,WT201-676,24e124715123480b,test,ClassC-OTAA,WT201,1,71165d61dd49ecfdfd401f92487b88e6,,,
24e124715123480c,WT201-677,24e124715123480c,test,ClassC-OTAA,WT201,1,b12aacc98412c66a10edc317f458fe45,,,
24e124715123480d,WT201-678,24e124715123480d,test,ClassC-OTAA,WT201,1,a11a3079c7d04028f70f0a55cbc1f8e2,,,
24e124715123480e,WT201-679,24e124715123480e,test,ClassC-OTAA,WT201,1,02350ee49e293a67f47322a3d144f496,,,
24e124715123480f,WT201-680,24e124715123480f,test,ClassC-OTAA,WT201,1,d83705b5aa0a9d6f69f5922ebc020c4f,,,
24e1247151234810,WT201-681,24e1247151234810,test,ClassC-OTAA,WT201,1,e406b1803194625493e238cece6dc138,,,
24e1247151234811,WT201-682,24e1247151234811,test,ClassC-OTAA,WT201,1,378bf511fc974f91d6f4ec00531a718f,,,
24e1247151234812,WT201-683,24e1247151234812,test,ClassC-OTAA,WT201,1,25bf2624aa755ac1ef7f6e7662f0f3a3,,,
24e1247151234813,WT201-684,24e1247151234813,test,ClassC-OTAA,WT201,1,b12da837ccaebf243455e62e2c9d8248,,,
24e1247151234814,WT201-685,24e1247151234814,test,ClassC-OTAA,WT201,1,cbaf7a0d6af395b2c3a9ce34583454b4,,,
24e1247151234815,WT201-686,24e1247151234815,test,ClassC-OTAA,WT201,1,43500e5ab384b6953ea8d7f901b6440c,,,
24e1247151234816,WT201-687,24e1247151234816,test,ClassC-OTAA,WT201,1,43965c8dcc863950ef6d943f6f07c7ab,,,
24e1247151234817,WT201-688,24e1247151234817,test,ClassC-OTAA,WT201,1,54ea7ed92d73e6657730b4db435f60c7,,,
24e1247151234818,WT201-689,24e1247151234818,test,ClassC-OTAA,WT201,1,5ce89bbd4addf2cb6ca5dc5628eed7df,,,
24e1247151234819,WT201-690,24e1247151234819,test,ClassC-OTAA,WT201,1,4cceedca422fa4156ce0f971c4192415,,,
24e124715123481a,WT201-691,24e124715123481a,test,ClassC-OTAA,WT201,1,eae30846fa6d96885ec275c29c15183c,,,
24e124715123481b,WT201-692,24e124715123481b,test,ClassC-OTAA,WT201,1,dd18e4fae6ade21ce72be88d862c3ddc,,,
24e124715123481c,WT201-693,24e124715123481c,test,ClassC-OTAA,WT201,1,7fb4749edc0046d32994ce0926b8c82a,,,
24e124715123481d,WT201-694,24e124715123481d,test,ClassC-OTAA,WT201,1,50c737c4821bcbfce4aa6898302c5c3f,,,
24e124715123481e,WT201-695,24e124715123481e,test,ClassC-OTAA,WT201,1,ca19a1c2c219e8e6e2c3fd4a3707f7ab,,,
24e124715123481f,WT201-696,24e124715123481f,test,ClassC-OTAA,WT201,1,5300221a6fe7689e7452c7eec0a31438,,,
24e1247151234820,WT201-697,24e1247151234820,test,ClassC-OTAA,WT201,1,6717b369266cd53b950af631f8d06327,,,
24e1247151234821,WT201-698,24e1247151234821,test,ClassC-OTAA,WT201,1,171651ff13cc9c8f56a13bc13eb2fdb3,,,
24e1247151234822,WT201-699,24e1247151234822,test,ClassC-OTAA,WT201,1,1485bbd1870904712750b2cc7c040c94,,,
24e1247151234823,WT201-700,24e1247151234823,test,ClassC-OTAA,WT201,1,36e8aa41841f8b01a494800674f674d2,,,
24e1247151234824,WT201-701,24e1247151234824,test,ClassC-OTAA,WT201,1,c6035a6b5965e42aae9d2af36f3a9323,,,
24e1247151234825,WT201-702,24e1247151234825,test,ClassC-OTAA,WT201,1,5844757b293689ca931d1d68f1e0440c,,,
24e1247151234826,WT201-703,24e1247151234826,test,ClassC-OTAA,WT201,1,3180ebdfb6f6d626c57dc002458a7e2c,,,
24e1247151234827,WT201-704,24e1247151234827,test,ClassC-OTAA,WT201,1,5eb7ea5da1f84b8980f8568e5fff0a00,,,
24e1247151234828,WT201-705,24e1247151234828,test,ClassC-OTAA,WT201,1,a358c5d27abeb309d89aa702ca05dd42,,,
24e1247151234829,WT201-706,24e1247151234829,test,ClassC-OTAA,WT201,1,660d58e7e1b51e8bc950bbfc53d452da,,,
24e124715123482a,WT201-707,24e124715123482a,test,ClassC-OTAA,WT201,1,a7da3f41ff59270f835f978058859f16,,,
24e124715123482b,WT201-708,24e124715123482b,test,ClassC-OTAA,WT201,1,7b11a418609992b75a71e24c99e401bc,,,
24e124715123482c,WT201-709,24e124715123482c,test,ClassC-OTAA,WT201,1,fce9aff5844959aa4ed6f5b13148d68d,,,
24e124715123482d,WT201-710,24e124715123482d,test,ClassC-OTAA,WT201,1,68053bdc4d5f64271dd3eb4a4f14bea4,,,
24e124715123482e,WT201-711,24e124715123482e,test,ClassC-OTAA,WT201,1,20df36ae309837cf899a0cb5bc698087,,,
24e124715123482f,WT201-712,24e124715123482f,test,ClassC-OTAA,WT201,1,a62179d6d1588ca79f83c8cd32e63d95,,,
24e1247151234830,WT201-713,24e1247151234830,test,ClassC-OTAA,WT201,1,2bc810dbdad6949a98f476d5f91e97a6,,,
24e1247151234831,WT201-714,24e1247151234831,test,ClassC-OTAA,WT201,1,8a449c2d4fa398964d0a0b336610a2bd,,,
24e1247151234832,WT201-715,24e1247151234832,test,ClassC-OTAA,WT201,1,e4a8d189a92f4a778556ceaeeb64498b,,,
24e1247151234833,WT201-716,24e1247151234833,test,ClassC-OTAA,WT201,1,fe3e2042ee3498dc54f67962eb2d5d67,,,
24e1247151234834,WT201-717,24e1247151234834,test,ClassC-OTAA,WT201,1,13b050dae83bf1132ae0ef61cb8b849a,,,
24e1247151234835,WT201-718,24e1247151234835,test,ClassC-OTAA,WT201,1,a834b7f40c89dbc527d078f0a4f0e9ad,,,
24e1247151234836,WT201-719,24e1247151234836,test,ClassC-OTAA,WT201,1,473cee632193ac2b200cf43c7c8aba83,,,
24e1247151234837,WT201-720,24e1247151234837,test,ClassC-OTAA,WT201,1,bf171c6360738c1b6fb80f10a040cc00,,,
24e1247151234838,WT201-721,24e1247151234838,test,ClassC-OTAA,WT201,1,2bc7cae58a9618cec2cf3e46fde0e901,,,
24e1247151234839,WT201-722,24e1247151234839,test,ClassC-OTAA,WT201,1,a427086537afdd7c4e4501b4e26cf4a0,,,
24e124715123483a,WT201-723,24e124715123483a,test,ClassC-OTAA,WT201,1,e84fb1a977306eab724922b6110c0cb8,,,
24e124715123483b,WT201-724,24e124715123483b,test,ClassC-OTAA,WT201,1,bc840ad7da134facbc842027bc572705,,,
24e124715123483c,WT201-725,24e124715123483c,test,ClassC-OTAA,WT201,1,6c8bcbfef48a07b6afcc4eb09efe8e27,,,
24e124715123483d,WT201-726,24e124715123483d,test,ClassC-OTAA,WT201,1,fde1b7afc3caebe58c4ef67f27568433,,,
24e124715123483e,WT201-727,24e124715123483e,test,ClassC-OTAA,WT201,1,37c628e5dc26c99cd7f07a93c6b44b17,,,
24e124715123483f,WT201-728,24e124715123483f,test,ClassC-OTAA,WT201,1,42f2b15433504ad15d52d0dc3789ab2d,,,
24e1247151234840,WT201-729,24e1247151234840,test,ClassC-OTAA,WT201,1,3c992691c0debc8f2ac0984dbe293f71,,,
24e1247151234841,WT201-730,24e1247151234841,test,ClassC-OTAA,WT201,1,f23983334cabe66cd9dd20c49f863683,,,
24e1247151234842,WT201-731,24e1247151234842,test,ClassC-OTAA,WT201,1,8711519f0d7aa9c73ee79be89eb07d8b,,,
24e1247151234843,WT201-732,24e1247151234843,test,ClassC-OTAA,WT201,1,a24a184c42cb1735c314c8e2cda529e5,,,
24e1247151234844,WT201-733,24e1247151234844,test,ClassC-OTAA,WT201,1,8453d86cfd8fbc13cd8658e3065cc07b,,,
24e1247151234845,WT201-734,24e1247151234845,test,ClassC-OTAA,WT201,1,5baea4b6748e88a7f224372368efddcb,,,
24e1247151234846,WT201-735,24e1247151234846,test,ClassC-OTAA,WT201,1,a114380d89253b1c5f0757acf574eb10,,,
24e1247151234847,WT201-736,24e1247151234847,test,ClassC-OTAA,WT201,1,163b9729d55ee49d8e1cd20e2271a61e,,,
24e1247151234848,WT201-737,24e1247151234848,test,ClassC-OTAA,WT201,1,3bcaad8dfe2319ff99ed98d6b20a7aaa,,,
24e1247151234849,WT201-738,24e1247151234849,test,ClassC-OTAA,WT201,1,88919c8921b4db5356e08090489001a1,,,
24e124715123484a,WT201-739,24e124715123484a,test,ClassC-OTAA,WT201,1,59d185ca4bbbd738576fa1079eaf8013,,,
24e124715123484b,WT201-740,24e124715123484b,test,ClassC-OTAA,WT201,1,68a95427292735b264b6f6fe12929570,,,
24e124715123484c,WT201-741,24e124715123484c,test,ClassC-OTAA,WT201,1,d71e9d0bf0f61bf55a1ddf6223cc5bc2,,,
24e124715123484d,WT201-742,24e124715123484d,test,ClassC-OTAA,WT201,1,7f2ae0f96da19808cdabc99e5cfab001,,,
24e124715123484e,WT201-743,24e124715123484e,test,ClassC-OTAA,WT201,1,5c11f32816396abd86257890bacbd632,,,
24e124715123484f,WT201-744,24e124715123484f,test,ClassC-OTAA,WT201,1,6896007e323a937c88b4e7cbe295fdd9,,,
24e1247151234850,WT201-745,24e1247151234850,test,ClassC-OTAA,WT201,1,4b08ec4195000ceaf4ff7a6feaf63d7c,,,
24e1247151234851,WT201-746,24e1247151234851,test,ClassC-OTAA,WT201,1,f07004d7730380201f11ab8b020b3538,,,
24e1247151234852,WT201-747,24e1247151234852,test,ClassC-OTAA,WT201,1,12699d3dd54251f4e7f047739f3586a1,,,
24e1247151234853,WT201-748,24e1247151234853,test,ClassC-OTAA,WT201,1,6ab485625e661cda29c16f771ce6aa23,,,
24e1247151234854,WT201-749,24e1247151234854,test,ClassC-OTAA,WT201,1,80daf4bc6398427a5791beb0999b5f0c,,,
24e1247151234855,WT201-750,24e1247151234855,test,ClassC-OTAA,WT201,1,ca8c18d1f4631dc1705e92b07f3e1c5f,,,
24e1247151234856,WT201-751,24e1247151234856,test,ClassC-OTAA,WT201,1,82486d0b29f28347d0f95f9636f01c25,,,
24e1247151234857,WT201-752,24e1247151234857,test,ClassC-OTAA,WT201,1,ba2c47fa3d1a7d870a008ef96dd8260d,,,
24e1247151234858,WT201-753,24e1247151234858,test,ClassC-OTAA,WT201,1,8ff37079bec6f4d30af9c8ff94a7bc8e,,,
24e1247151234859,WT201-754,24e1247151234859,test,ClassC-OTAA,WT201,1,8cbe78f1bad3b205b469850b1f0bf213,,,
24e124715123485a,WT201-755,24e124715123485a,test,ClassC-OTAA,WT201,1,f15617cc29d3121e9ca2bfb8d0bf38c1,,,
24e124715123485b,WT201-756,24e124715123485b,test,ClassC-OTAA,WT201,1,aa158b674e7fbf005e2b0cf20b8067aa,,,
24e124715123485c,WT201-757,24e124715123485c,test,ClassC-OTAA,WT201,1,08a7313c04ec4b840fbb0dc705ca4875,,,
24e124715123485d,WT201-758,24e124715123485d,test,ClassC-OTAA,WT201,1,9a526495d20f8f8b13e329721e66aa3a,,,
24e124715123485e,WT201-759,24e124715123485e,test,ClassC-OTAA,WT201,1,c73969f985843cdc4275b819f1023f4e,,,
24e124715123485f,WT201-760,24e124715123485f,test,ClassC-OTAA,WT201,1,c4812aa83b2f6a87e04f473e2fb2d516,,,
24e1247151234860,WT201-761,24e1247151234860,test,ClassC-OTAA,WT201,1,7f874033c977c315018455dab5969a6f,,,
24e1247151234861,WT201-762,24e1247151234861,test,ClassC-OTAA,WT201,1,9c1b57046462ef986cbf9d11d7d349d7,,,
24e1247151234862,WT201-763,24e1247151234862,test,ClassC-OTAA,WT201,1,ccbc79b99628c5f444a289d2d2796db5,,,
24e1247151234863,WT201-764,24e1247151234863,test,ClassC-OTAA,WT201,1,201be4edd0947fc0ea4df7eba9ca1808,,,
24e1247151234864,WT201-765,24e1247151234864,test,ClassC-OTAA,WT201,1,470d1b6dc00a0bf21072b11070c7c5a6,,,
24e1247151234865,WT201-766,24e1247151234865,test,ClassC-OTAA,WT201,1,3e4cb9842f59cb2053c62731128082c7,,,
24e1247151234866,WT201-767,24e1247151234866,test,ClassC-OTAA,WT201,1,be7df7e58502b1ee5f856e7dd1b5b803,,,
24e1247151234867,WT201-768,24e1247151234867,test,ClassC-OTAA,WT201,1,81b730d5c84941acee932323a4e682ee,,,
24e1247151234868,WT201-769,24e1247151234868,test,ClassC-OTAA,WT201,1,4638302feb5729a7c055297624f3d46e,,,
24e1247151234869,WT201-770,24e1247151234869,test,ClassC-OTAA,WT201,1,2bd1f30004bad9b7b7ee16e25579eb49,,,
24e124715123486a,WT201-771,24e124715123486a,test,ClassC-OTAA,WT201,1,63000d505e844c086eaa50dbb8868f3b,,,
24e124715123486b,WT201-772,24e124715123486b,test,ClassC-OTAA,WT201,1,3fd58146eee26eaa902c1f0911e11e20,,,
24e124715123486c,WT201-773,24e124715123486c,test,ClassC-OTAA,WT201,1,404071a041abe45e1d3bbc0d42a8dca6,,,
24e124715123486d,WT201-774,24e124715123486d,test,ClassC-OTAA,WT201,1,11b7f3f97400ebce924e947dbb3fbe48,,,
24e124715123486e,WT201-775,24e124715123486e,test,ClassC-OTAA,WT201,1,50cb48c3b787cf0af819c77afb4ac8c0,,,
24e124715123486f,WT201-776,24e124715123486f,test,ClassC-OTAA,WT201,1,5e6482ef8c71d9345ff8a28305a6394d,,,
24e1247151234870,WT201-777,24e1247151234870,test,ClassC-OTAA,WT201,1,c8cc7e69233b71b8e1532204052a6618,,,
24e1247151234871,WT201-778,24e1247151234871,test,ClassC-OTAA,WT201,1,a062e962997b2f03244267bee72086a6,,,
24e1247151234872,WT201-779,24e1247151234872,test,ClassC-OTAA,WT201,1,9d24c1877dbbc8e59693658d3fff1293,,,
24e1247151234873,WT201-780,24e1247151234873,test,ClassC-OTAA,WT201,1,dfdf89ed04460abfad894b29f15b2cf2,,,
24e1247151234874,WT201-781,24e1247151234874,test,ClassC-OTAA,WT201,1,794cabb106c16bad7675b167ee7a36bc,,,
24e1247151234875,WT201-782,24e1247151234875,test,ClassC-OTAA,WT201,1,cedabfd637344b60b2be8820caccf7e2,,,
24e1247151234876,WT201-783,24e1247151234876,test,ClassC-OTAA,WT201,1,1dd23931ea90992de9b4ecebe07e1987,,,
24e1247151234877,WT201-784,24e1247151234877,test,ClassC-OTAA,WT201,1,2f6a0ba621f2db86af192b1280ab4d05,,,
24e1247151234878,WT201-785,24e1247151234878,test,ClassC-OTAA,WT201,1,ed9c61334924887e45d591cec381a266,,,
24e1247151234879,WT201-786,24e1247151234879,test,ClassC-OTAA,WT201,1,a910a586a98af97a905dba29c03197a0,,,
24e124715123487a,WT201-787,24e124715123487a,test,ClassC-OTAA,WT201,1,846dd66629cd7a1755dba5570b27105d,,,
24e124715123487b,WT201-788,24e124715123487b,test,ClassC-OTAA,WT201,1,9cbdbeeda694c0511b8629af31333df2,,,
24e124715123487c,WT201-789,24e124715123487c,test,ClassC-OTAA,WT201,1,90d5a6f3df22481450a7fbdb607245b3,,,
24e124715123487d,WT201-790,24e124715123487d,test,ClassC-OTAA,WT201,1,c88e1a72f77515c0243ddc20b4b10426,,,
24e124715123487e,WT201-791,24e124715123487e,test,ClassC-OTAA,WT201,1,4d850941b32f36fed647b2b00a371dd6,,,
24e124715123487f,WT201-792,24e124715123487f,test,ClassC-OTAA,WT201,1,0abeb644bd70b5dc227bd3fda5cde35d,,,
24e1247151234880,WT201-793,24e1247151234880,test,ClassC-OTAA,WT201,1,874a21bde0aef2b0ea6d72ca00a7ea2b,,,
24e1247151234881,WT201-794,24e1247151234881,test,ClassC-OTAA,WT201,1,36d497925889eaaae3b135fd5afcd103,,,
24e1247151234882,WT201-795,24e1247151234882,test,ClassC-OTAA,WT201,1,48cb3e5423f3fee25c7d3c61f5f97037,,,
24e1247151234883,WT201-796,24e1247151234883,test,ClassC-OTAA,WT201,1,a075a184483638133a685553e018c1b3,,,
24e1247151234884,WT201-797,24e1247151234884,test,ClassC-OTAA,WT201,1,5108d4eb9d9093ac7dd073a9a1548c3c,,,
24e1247151234885,WT201-798,24e1247151234885,test,ClassC-OTAA,WT201,1,86fa611bbe227907f2cdef3c334a0620,,,
24e1247151234886,WT201-799,24e1247151234886,test,ClassC-OTAA,WT201,1,2f243e2ea6be191ebd076c67019da933,,,
24e1247151234887,WT201-800,24e1247151234887,test,ClassC-OTAA,WT201,1,5447ab830dfecbd88727bd592b19672c,,,
24e1247151234888,WT201-801,24e1247151234888,test,ClassC-OTAA,WT201,1,622d62a27016e09fcfda6baf7dacf151,,,
24e1247151234889,WT201-802,24e1247151234889,test,ClassC-OTAA,WT201,1,570cca271a89ca43e09325c67ce6bd68,,,
24e124715123488a,WT201-803,24e124715123488a,test,ClassC-OTAA,WT201,1,28ad836da92a2601864f417cc363d3c9,,,
24e124715123488b,WT201-804,24e124715123488b,test,ClassC-OTAA,WT201,1,3d89c93a933e27f4a7fe347f0f92e254,,,
24e124715123488c,WT201-805,24e124715123488c,test,ClassC-OTAA,WT201,1,186038feeb192b3c4042f183792ee9b7,,,
24e124715123488d,WT201-806,24e124715123488d,test,ClassC-OTAA,WT201,1,00c54ea3d51d9cfe5f225e893dde7f2d,,,
24e124715123488e,WT201-807,24e124715123488e,test,ClassC-OTAA,WT201,1,877b04a97b72a7aaba566e70432e349a,,,
24e124715123488f,WT201-808,24e124715123488f,test,ClassC-OTAA,WT201,1,1060f3f82980513aa7416fd5731d454d,,,
24e1247151234890,WT201-809,24e1247151234890,test,ClassC-OTAA,WT201,1,afc3d096972f9aef5baa6fbe6af54801,,,
24e1247151234891,WT201-810,24e1247151234891,test,ClassC-OTAA,WT201,1,684d1cfc1fad99816ae9c17b9c99b66a,,,
24e1247151234892,WT201-811,24e1247151234892,test,ClassC-OTAA,WT201,1,4e4c4c1528cbcb5b6de688c373162e42,,,
24e1247151234893,WT201-812,24e1247151234893,test,ClassC-OTAA,WT201,1,968e19373e62402c2fff9991056ba3ed,,,
24e1247151234894,WT201-813,24e1247151234894,test,ClassC-OTAA,WT201,1,3cec8b88f7c62994273df6e755a2b77b,,,
24e1247151234895,WT201-814,24e1247151234895,test,ClassC-OTAA,WT201,1,375653158ec8843a5db5cea655aeb03a,,,
24e1247151234896,WT201-815,24e1247151234896,test,ClassC-OTAA,WT201,1,2e3dd74090a51c83c65741b040fe44a8,,,
24e1247151234897,WT201-816,24e1247151234897,test,ClassC-OTAA,WT201,1,b87ba33d2b8fe7360f9169a11fb5e2c4,,,
24e1247151234898,WT201-817,24e1247151234898,test,ClassC-OTAA,WT201,1,5ece73fee5d7b3c6c416f60d8581b7ad,,,
24e1247151234899,WT201-818,24e1247151234899,test,ClassC-OTAA,WT201,1,2a9f8b4ad1cf77d7e70ee34ecc29deb9,,,
24e124715123489a,WT201-819,24e124715123489a,test,ClassC-OTAA,WT201,1,509cc2b82d3cd682c72b0bad21291d95,,,
24e124715123489b,WT201-820,24e124715123489b,test,ClassC-OTAA,WT201,1,7085991535350eba5699d21ac18aab34,,,
24e124715123489c,WT201-821,24e124715123489c,test,ClassC-OTAA,WT201,1,876fe229b6d29b21c97f97336b4690ec,,,
24e124715123489d,WT201-822,24e124715123489d,test,ClassC-OTAA,WT201,1,78b01bcbe3e12311e27b27116a8c96f8,,,
24e124715123489e,WT201-823,24e124715123489e,test,ClassC-OTAA,WT201,1,9e5142097c5b05eb723dd1acf3231394,,,
24e124715123489f,WT201-824,24e124715123489f,test,ClassC-OTAA,WT201,1,fd3956b2576369969c60bf976cf585ef,,,
24e12471512348a0,WT201-825,24e12471512348a0,test,ClassC-OTAA,WT201,1,e8926775597365a662ba0186331a86b2,,,
24e12471512348a1,WT201-826,24e12471512348a1,test,ClassC-OTAA,WT201,1,ab6be16bdf103437576f40a6e3bb81e0,,,
24e12471512348a2,WT201-827,24e12471512348a2,test,ClassC-OTAA,WT201,1,172ecec839bec9943b60b01003f0b5e8,,,
24e12471512348a3,WT201-828,24e12471512348a3,test,ClassC-OTAA,WT201,1,41237e61f4b0fcc95dc59aeb3752f02b,,,
24e12471512348a4,WT201-829,24e12471512348a4,test,ClassC-OTAA,WT201,1,6fb15bd8280d71b766518989b0b50330,,,
24e12471512348a5,WT201-830,24e12471512348a5,test,ClassC-OTAA,WT201,1,0cbd2de0f88917bfa38d044c6347b39f,,,
24e12471512348a6,WT201-831,24e12471512348a6,test,ClassC-OTAA,WT201,1,7e6fb096acd007d5b66cc479cccaa314,,,
24e12471512348a7,WT201-832,24e12471512348a7,test,ClassC-OTAA,WT201,1,199727106db879aafdb74f80c947632e,,,
24e12471512348a8,WT201-833,24e12471512348a8,test,ClassC-OTAA,WT201,1,f93d750b29a892c6f1069d74e1cc84fb,,,
24e12471512348a9,WT201-834,24e12471512348a9,test,ClassC-OTAA,WT201,1,545320762542075fcf3357f88df32256,,,
24e12471512348aa,WT201-835,24e12471512348aa,test,ClassC-OTAA,WT201,1,9b4494ab1c29692bfa990059760b7d7e,,,
24e12471512348ab,WT201-836,24e12471512348ab,test,ClassC-OTAA,WT201,1,abbeb709095b35261abb2267da33f790,,,
24e12471512348ac,WT201-837,24e12471512348ac,test,ClassC-OTAA,WT201,1,9812e53a61ac14ff552665c046c3099a,,,
24e12471512348ad,WT201-838,24e12471512348ad,test,ClassC-OTAA,WT201,1,20af348c8394b6e6f10acff65368c75e,,,
24e12471512348ae,WT201-839,24e12471512348ae,test,ClassC-OTAA,WT201,1,55970d0c75fe11dd850de47a8dee5522,,,
24e12471512348af,WT201-840,24e12471512348af,test,ClassC-OTAA,WT201,1,63c10c74c07f0121eac98ad28a0de1ff,,,
24e12471512348b0,WT201-841,24e12471512348b0,test,ClassC-OTAA,WT201,1,4501b73c2cba41f0c7a43c632e6679d1,,,
24e12471512348b1,WT201-842,24e12471512348b1,test,ClassC-OTAA,WT201,1,89911ff7cd3947531353a3f0915801ad,,,
24e12471512348b2,WT201-843,24e12471512348b2,test,ClassC-OTAA,WT201,1,ebd689e2cb6a46acea328084622fbeb6,,,
24e12471512348b3,WT201-844,24e12471512348b3,test,ClassC-OTAA,WT201,1,001174237ceeede172ee745827d47a62,,,
24e12471512348b4,WT201-845,24e12471512348b4,test,ClassC-OTAA,WT201,1,54347598c7c60f4af9daf73bd40e9bdb,,,
24e12471512348b5,WT201-846,24e12471512348b5,test,ClassC-OTAA,WT201,1,19b4c1a5333d3eebcc5b311968b0db52,,,
24e12471512348b6,WT201-847,24e12471512348b6,test,ClassC-OTAA,WT201,1,8c02a97ea7a73c9396ca5c0a5059bd04,,,
24e12471512348b7,WT201-848,24e12471512348b7,test,ClassC-OTAA,WT201,1,ed62bb506359b8b7b6f729bf357eabb1,,,
